MYEAR	STATN	SHIPC	SHARKID_MD5	SDATE	STIME	LATIT_DD	LONGI_DD	MNDEP	MXDEP	PARAM	VALUE	QFLAG	WLTYP	WATER_DISTRICT	SEA_AREA_NAME	SEA_AREA_CODE	WATER_TYPE_AREA	SEA_BASIN
2016	TF 10		7979d57ddc4b628150c520d4152dfd6f	2016-06-23		63.70427	20.47662	16.6	16.6	BQIm	3.97057		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Yttre Täftefjärden	637310-204860	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 2		d25a007b774fcd0185513608383f0bc4	2016-06-23		63.77088	20.48262	9.7	9.7	BQIm	5.69417		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Täftefjärden	634740-203020	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 6		8c83013b5a64b313e668f080502e9b2d	2016-06-23		63.75398	20.44327	8.6	8.6	BQIm	2.3986		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Yttre Täftefjärden	637310-204860	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 7		041a2261aaec4820e13b839adfd861d5	2016-06-23		63.74067	20.47697	11	11	BQIm	4.94631		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Yttre Täftefjärden	637310-204860	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 8		ff44d38acb45a95f3944b44f0f035eee	2016-06-23		63.72337	20.45713	12.9	12.9	BQIm	3.64848		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Yttre Täftefjärden	637310-204860	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 9		9fa06f4d56b80ad38eaa12a6597295ce	2016-06-23		63.72832	20.51865	15.8	15.8	BQIm	4.7418		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Yttre Täftefjärden	637310-204860	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 1		cf9e539aa8f77dbf0fa4ea53f29f6927	2016-06-20		63.78438	20.51325	6.1	6.1	BQIm	0.938595		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Täftefjärden	634740-203020	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 3		44227f14f45d82dc0e37f97bda2f107c	2016-06-20		63.79042	20.50405	6.8	6.8	BQIm	4.07325		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Täftefjärden	634740-203020	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 4		b35287a930d5557783834ef905403b80	2016-06-20		63.77337	20.49608	7.9	7.9	BQIm	3.66636		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Täftefjärden	634740-203020	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	TF 5		ac3a8fed78681b7bf7436d3c7fd3e23a	2016-06-20		63.80043	20.50280	5.5	5.5	BQIm	3.53937		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Täftefjärden	634740-203020	20 - Norra Kvarkens inre kustvatten	N Kvarken
2016	AC 19		124e4c8dfaef4c925e013b16f252679d	2016-06-16		64.64947	21.33590	26.7	26.7	BQIm	1.96498		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Skelleftebukten	646360-213700	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	AC 2		e0554b9ece1a197aefeab38b797dea05	2016-06-16		64.64177	21.26885	11.3	11.3	BQIm	2.65541		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Simpan	643920-211500	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	AC 3		18900422e991be17286c6f38fc47f6d7	2016-06-16		64.63732	21.37127	30.2	30.2	BQIm	2.01583		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Skelleftebukten	646360-213700	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	AC 5		c66fb9f5553982fc45218145afc6d9bb	2016-06-16		64.65298	21.31308	28.7	28.7	BQIm	6.85255		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Skelleftebukten	646360-213700	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	AC 6		481e8a5337dda4a7fe20d0acaa934c3f	2016-06-16		64.64917	21.36273	37.6	37.6	BQIm	2.84105		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Skelleftebukten	646360-213700	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	AC 7		e02e39768b9d831f279418507258c95f	2016-06-16		64.63810	21.40832	31.1	31.1	BQIm	6.3343		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Skelleftebukten	646360-213700	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	AC 9		356094d91da18b9bce442e5e2fd805ef	2016-06-16		64.61232	21.39507	35.5	35.5	BQIm	0.757626		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Skelleftebukten	646360-213700	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	H 22		520f9771adf15a1d9235aaa5e7d3016e	2016-06-16		63.80120	20.85100	19.3	19.3	BQIm	4.21569		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	N n Kvarkens kustvatten	635300-205251	21 - Norra Kvarkens yttre kustvatten	N Kvarken
2016	HO 7		df210827ef398c8c9122bc46fb391548	2016-06-16		63.72885	20.85193	15.6	15.6	BQIm	5.10696		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	S n Kvarkens kustvatten	633550-200700	21 - Norra Kvarkens yttre kustvatten	N Kvarken
2016	HÄLLSÖ	77SK	aacaf4d722f298468bfc5dedac2fecf2	2016-06-15		58.96917	11.09050	60.5	60.5	BQIm	12.6894		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Singlefjorden	590670-111380	01n - Västkustens inre kustvatten	Skagerrak
2016	LINDÖN	77SK	2ceeeeed63ef4b956eefda33f4a7cb1a	2016-06-15		58.79833	11.15867	46.5	46.5	BQIm	9.76914		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Lindöfjorden sek namn	584725-111050	01n - Västkustens inre kustvatten	Skagerrak
2016	NSK 1		99085f10318551e1e0147a8493fd0781	2016-06-15		65.04360	21.56972	25.4	25.4	BQIm	0.503816		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Norrbottens skärgårds kustvatten	652400-223501	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	R 6-12		50e6cb77a7fa4593808b32a3a1dcd17d	2016-06-15		65.05475	21.53047	6.4	6.4	BQIm	1.37422		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Norrbottens skärgårds kustvatten	652400-223501	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	R 6-2		9fb71aef2b0a31c433f9655726dad2d8	2016-06-15		65.05382	21.45485	5.1	5.1	BQIm	9.28162		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Kinnbäcksfjärden	650280-213110	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 6-3		39aa12995806a38147eeeb43ea0fed4e	2016-06-15		65.05992	21.47200	7.1	7.1	BQIm	6.86839		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Kinnbäcksfjärden	650280-213110	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 6-4		028de9e66694a1181036a3893e80fae4	2016-06-15		65.04705	21.47512	10.8	10.8	BQIm	4.65922		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Kinnbäcksfjärden	650280-213110	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 6-5		9973ddb06fb688ff686d83ca915e65e9	2016-06-15		65.05063	21.48755	6.5	6.5	BQIm	6.52157		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Kinnbäcksfjärden	650280-213110	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 6-6		df0336c72e2ecbef4410718293485ae6	2016-06-15		65.05742	21.49597	6.2	6.2	BQIm	4.95872		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Kinnbäcksfjärden	650280-213110	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 6-9		a3cd867b9f947d20d9ce641842ec93b1	2016-06-15		65.04923	21.54310	14.7	14.7	BQIm	0.436178		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Norrbottens skärgårds kustvatten	652400-223501	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	ÖDDÖ	77NE	dd81ba12562ca4722d24fab66efad069	2016-06-15		58.92917	11.13933	28	28	BQIm	10.3029		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Strömstadsfjorden	585600-110880	01n - Västkustens inre kustvatten	Skagerrak
2016	ÖDDÖ	77NE	92ce0152efd0f7677c4554ae6c125fa8	2016-06-15		58.92917	11.13933	28	28	BQIm	11.5219		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Strömstadsfjorden	585600-110880	01n - Västkustens inre kustvatten	Skagerrak
2016	H 1		54f3ea1ae810d2e249c830449abc2ba2	2016-06-14		65.49943	22.85737	52.5	52.5	BQIm	6.67561		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Norrbottens skärgårds kustvatten	652400-223501	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	LS 10		92df19f95358c2bbde073b251f506197	2016-06-14		65.50215	22.42600	24.8	24.8	BQIm	2.01134		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 7B		ee2ea97c5c501516f3249c3602f6202a	2016-06-14		65.51843	22.40085	9.9	9.9	BQIm	0.755092		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 8		0113849858b33247fb5ff99495716059	2016-06-14		65.52823	22.41618	10.4	10.4	BQIm	0.425052		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	Ly		53b68acf1d83747bf4f44ae919da98c6	2016-06-14		56.47608	12.82963	14.1	14.1	BQIm	6.63279		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	Ly		e462c076e80537a2eb02997bcd2030a9	2016-06-14		56.47608	12.82963	14.1	14.1	BQIm	7.22181		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	Ly		5483b92dfa9beebc3f4ce4e8728a4aa2	2016-06-14		56.47608	12.82963	14.1	14.1	BQIm	8.278		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	Ly		00feff89902d885a016202d860d396e7	2016-06-14		56.47608	12.82963	14.1	14.1	BQIm	8.45082		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	Ly		41a3c5d4ca2b3fdad98b63aff701b4ab	2016-06-14		56.47608	12.82963	14.1	14.1	BQIm	8.71677		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Laholmsbukten	563330-124600	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	N 7-4		89be2219251de076b564d9836187597e	2016-06-14		65.51493	23.03203	63.1	63.1	BQIm	6.68137		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Norrbottens skärgårds kustvatten	652400-223501	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	N 7-5		1743aeac52c25707241ae550faffcb8b	2016-06-14		65.51048	23.23005	104	104	BQIm	8.30091		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Norrbottens skärgårds kustvatten	652400-223501	23 - Norra Bottenviken. Yttre kustvatten	Bottenviken
2016	S5		55393a1b26849e1a53d714ee0fa8ed5a	2016-06-14		56.31550	12.65217	19.2	19.2	BQIm	10.7506		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Skälderviken	562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	S5		48cdf42232374e79a3fb68fe2dc092fe	2016-06-14		56.31550	12.65217	19.2	19.2	BQIm	11.1909		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Skälderviken	562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	S5		675a4e1e206138a612c55327d4fff4ee	2016-06-14		56.31550	12.65217	19.2	19.2	BQIm	11.2943		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Skälderviken	562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	S5		da4f7af3e44d8313fcac35358f60032a	2016-06-14		56.31550	12.65217	19.2	19.2	BQIm	11.9063		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Skälderviken	562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	S5		11f0c1c5c4d478710214a9fc51b0512f	2016-06-14		56.31550	12.65217	19.2	19.2	BQIm	11.8854		2 - Havsområde innanför 1 NM	Västerhavets vattendistrikt	Skälderviken	562000-123800	05 - Södra Hallands och norra Öresunds kustvatten	S Kattegatt
2016	R 8-10		460ae8c1fcb68bb9a4021d53b266a643	2016-06-13		65.74740	22.40480	7.6	7.6	BQIm	0.0503395		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-11		f5c5b84abe175dfa12f247e9e612ef65	2016-06-13		65.72983	22.44357	11.5	11.5	BQIm	1.47498		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-4		1730fefbb1d085b2598b185daba53a8b	2016-06-13		65.76723	22.53107	9.1	9.1	BQIm	0.164497		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-5		e32ec7c97e4834efbab1c54b51d2b0e8	2016-06-13		65.75710	22.48082	9.6	9.6	BQIm	0.239039		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-6		6a263a37b98c488ee5e5529dbd703c14	2016-06-13		65.77608	22.43153	7.7	7.7	BQIm	1.38751		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Gussöfjärden	654470-222700	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-7		1369ef4ab0c541d63071d2fad1b85198	2016-06-13		65.79557	22.45767	5.8	5.8	BQIm	0.822486		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-8		4cb97b99c821c7a8b0ea7ef41a9555f1	2016-06-13		65.80798	22.41583	5.6	5.6	BQIm	0.344971		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 8-9		b7fb2aa63a43a1e1035c4cb81962f921	2016-06-13		65.80718	22.37357	7	7	BQIm	0.990514		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	RF 1		c89689cb77b1055729a726cfcc676954	2016-06-13		65.83120	22.43782	4.5	4.5	BQIm	1.0558		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	RF 2		5547989ea1c99f5f182ad1062eb5fd59	2016-06-13		65.78092	22.48083	7	7	BQIm	0.337188		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Rånefjärden	654820-222660	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 1		718e556d5f9f1e551a1a3bcb543c446d	2016-06-09		65.55857	22.31948	3.5	3.5	BQIm	6.2304		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 2		680bd27a9da7464647907d6f1ef0788b	2016-06-09		65.55113	22.33342	7	7	BQIm	0.556818		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 3		f019a146e942e11c46f03eaf022ab6d0	2016-06-09		65.54378	22.34790	6.7	6.7	BQIm	0.700946		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 4B		738c71d98e5cd3f280e8af9e77f094d2	2016-06-09		65.53837	22.36345	8.8	8.8	BQIm	2.2648		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 5B		82a327a514cb7186880be046a837076d	2016-06-09		65.55007	22.31687	3	3	BQIm	6.10532		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	LS 6		acb7dcd36078105827457f7babbbf0a1	2016-06-09		65.53082	22.39255	10.5	10.5	BQIm	0.0863168		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Sörbrändöfjärden	652920-222650	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	BF 1		fe7bfb7b3f6848caefce2009be192002	2016-06-08		65.80008	23.54707	5.1	5.1	BQIm	5.45797		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Bodöfjärden	654640-233190	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	DRF 13	77UR	3c9011f72f2dd7f1be59fff006ac56d9	2016-06-08		58.74777	17.36498	9.8	9.8	BQIm	6.92578		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Dragviksfjärden	584400-172270	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	DRF 14	77UR	4ff84103498709e00a3d18035fc20ea1	2016-06-08		58.74727	17.34608	8.5	8.5	BQIm	7.88803		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Dragviksfjärden	584400-172270	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	DRF 15	77UR	d0192a603550c66df540ea7e88d2526a	2016-06-08		58.73922	17.34865	13.5	13.5	BQIm	6.33877		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Dragviksfjärden	584400-172270	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	R 9-11		e77c5e7be2ce6b09110875b7813987dd	2016-06-08		65.79590	23.67383	8	8	BQIm	3.32463		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Seskaröfjärden	654575-234250	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-12		e37e3f0df955f70217629e624a57bad2	2016-06-08		65.79260	23.61563	7.2	7.2	BQIm	0.411311		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Seskaröfjärden	654575-234250	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-15		3752939869b02dbd6920ae28bf7775e7	2016-06-08		65.74627	23.53275	8.6	8.6	BQIm	0.252542		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Bodöfjärden	654640-233190	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-16		65e250b374c98f3443900b7655bd8fb8	2016-06-08		65.76263	23.51498	10	10	BQIm	2.39626		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Bodöfjärden	654640-233190	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-17		6353ad8a495ba2aab494ba490d75964f	2016-06-08		65.78172	23.52405	9	9	BQIm	0.0865029		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Bodöfjärden	654640-233190	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-18		9820588f9d370899516388c5b11d5a9e	2016-06-08		65.79000	23.49877	7.4	7.4	BQIm	1.76188		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Bodöfjärden	654640-233190	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-4		0f95caf9695c993289b58ddbdeeb2561	2016-06-08		65.76247	23.80753	7	7	BQIm	1.8677		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Seskaröfjärden	654575-234250	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-6		23f480ee77002865709b1b695bc7e207	2016-06-08		65.74487	23.70183	6.7	6.7	BQIm	0.134388		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Seskaröfjärden	654575-234250	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	R 9-7		a49e55f06da0fa67e9728f230418a713	2016-06-08		65.76548	23.70175	13.5	13.5	BQIm	2.63676		2 - Havsområde innanför 1 NM	Bottenvikens vattendistrikt	Seskaröfjärden	654575-234250	22 - Norra Bottenviken. Inre kustvatten	Bottenviken
2016	DRF 11	77UR	d1bd968a3e00e185ac0a03295ab03c9b	2016-06-07		58.73927	17.39025	9	9	BQIm	4.34449		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Dragviksfjärden	584400-172270	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	DRF 12	77UR	c97b6f914bd892f1da135d0792e970de	2016-06-07		58.73765	17.37640	10	10	BQIm	2.3937		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Dragviksfjärden	584400-172270	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	KRF 1	77UR	6bf2e9bac0a61c67d697e033e1951aec	2016-06-07		58.72223	17.34933	20.5	20.5	BQIm	4.2711		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Kråkfjärden	584390-172085	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	KRF 2	77UR	c25ef3aca6955239a0784ef9aca7c180	2016-06-07		58.73413	17.33942	17.5	17.5	BQIm	3.66118		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Kråkfjärden	584390-172085	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	KRF 3	77UR	24cd12c24cd8ce7a29cafd13a73d99a6	2016-06-07		58.73847	17.32533	15	15	BQIm	4.32878		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Kråkfjärden	584390-172085	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	KRF 4	77UR	f5ac6d9a2b952c0d2a300dfd835b394f	2016-06-07		58.74617	17.31438	11	11	BQIm	5.15501		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Kråkfjärden	584390-172085	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	KRF 5	77UR	5633de5d456619a11ea1286889c082f2	2016-06-07		58.75245	17.31643	7	7	BQIm	5.70635		2 - Havsområde innanför 1 NM	Norra Östersjöns vattendistrikt	Kråkfjärden	584390-172085	12n - Östergötlands och Stockholms skärgård. Mellankustvatten	V Gotlandshavet
2016	ÖVF 2:1 HELSINGBORG		e0e7061afa0bb38873f362517f1b46b9	2016-06-07		56.02833	12.68667	29	29	BQIm	11.3412		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Helsingborgsområdet	562290-124131	06 - Öresunds kustvatten	Öresund
2016	ÖVF 2:1 HELSINGBORG		bc6dcd7fa2b73a915b5c17824e57ae97	2016-06-07		56.02833	12.68667	29	29	BQIm	11.0698		2 - Havsområde innanför 1 NM	Södra Östersjöns vattendistrikt	Helsingborgsområdet	562290-124131	06 - Öresunds kustvatten	Öresund
