EUCD	YYYY-MM-DD	Djup(m)	Salt (psu o/oo)	O2 (ml/l)	PO4 (µmol/l)	TotP (µmol/l)	NO3 (µmol/l)	NH4 (µmol/l)	TotN (µmol/l)	Chla (ug/l)	Siktdjup (m)	WATER_TYPE_AREA	WATER_DISTRICT	ALABO	MYEAR	STIME	STATN	WADEP
SE601000-183510	1985-01-02	0.75	4.000	8.096	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	1.25	4.000	8.094	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	1.75	4.000	8.093	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	2.25	4.000	8.092	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	2.75	4.000	8.091	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	3.25	4.000	8.090	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	3.75	4.000	8.089	0.501	0.620	3.033	0.104	18.443	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	4.50	4.000	8.088	0.501	0.620	3.033	0.104	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	5.50	4.000	8.087	0.501	0.620	3.033	0.103	18.442	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	6.50	4.000	8.086	0.501	0.620	3.033	0.103	18.443	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	7.50	4.000	8.086	0.501	0.620	3.033	0.103	18.443	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	8.50	4.000	8.085	0.501	0.620	3.033	0.103	18.443	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	9.50	4.000	8.084	0.501	0.620	3.034	0.103	18.443	0.286	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	35.50	4.000	7.938	0.508	0.628	3.181	0.100	18.597	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-02	36.00	4.000	7.938	0.508	0.628	3.181	0.100	18.597	0.285	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	0.00	3.998	8.398	0.502	0.619	3.069	0.107	18.436	0.268	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	0.25	3.998	8.398	0.502	0.619	3.069	0.107	18.436	0.268	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	0.75	3.998	8.392	0.502	0.620	3.069	0.107	18.458	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	1.25	3.998	8.389	0.502	0.620	3.068	0.107	18.458	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	1.75	3.998	8.386	0.502	0.620	3.068	0.107	18.458	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	2.25	3.998	8.385	0.502	0.620	3.068	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	2.75	3.999	8.383	0.502	0.620	3.068	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	3.25	3.999	8.382	0.502	0.620	3.068	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	3.75	3.999	8.381	0.502	0.620	3.069	0.107	18.458	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	4.50	3.999	8.380	0.502	0.620	3.068	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	5.50	3.999	8.379	0.502	0.620	3.068	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	6.50	3.999	8.378	0.502	0.620	3.068	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	7.50	3.999	8.377	0.502	0.620	3.069	0.107	18.457	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	8.50	3.999	8.376	0.502	0.620	3.069	0.107	18.458	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	9.50	3.999	8.375	0.502	0.620	3.069	0.107	18.458	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	35.50	3.999	8.277	0.502	0.620	3.065	0.105	18.459	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-03	36.00	3.999	8.277	0.502	0.620	3.065	0.105	18.459	0.273	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	0.00	3.997	8.752	0.503	0.619	3.109	0.111	18.470	0.256	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	0.25	3.997	8.752	0.503	0.619	3.109	0.111	18.470	0.256	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	0.75	3.997	8.747	0.503	0.620	3.109	0.111	18.490	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	1.25	3.997	8.745	0.503	0.620	3.108	0.111	18.489	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	1.75	3.997	8.743	0.503	0.620	3.108	0.111	18.489	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	2.25	3.997	8.742	0.503	0.620	3.108	0.111	18.489	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	2.75	3.997	8.741	0.503	0.620	3.108	0.111	18.489	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	3.25	3.997	8.740	0.503	0.620	3.108	0.111	18.489	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	3.75	3.997	8.739	0.503	0.620	3.108	0.111	18.489	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	4.50	3.997	8.737	0.503	0.620	3.108	0.111	18.488	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	5.50	3.997	8.736	0.503	0.620	3.108	0.111	18.488	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	6.50	3.997	8.735	0.503	0.620	3.108	0.111	18.488	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	7.50	3.997	8.734	0.503	0.620	3.108	0.111	18.488	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	8.50	3.997	8.733	0.503	0.620	3.108	0.111	18.488	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	9.50	3.997	8.732	0.503	0.620	3.108	0.111	18.488	0.260	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	35.50	4.000	8.429	0.507	0.624	3.165	0.106	18.543	0.261	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-04	36.00	4.000	8.429	0.507	0.624	3.165	0.106	18.543	0.261	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	0.00	3.994	8.900	0.504	0.618	3.157	0.117	18.523	0.244	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	0.25	3.994	8.900	0.504	0.618	3.157	0.117	18.523	0.244	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	0.75	3.994	8.898	0.504	0.620	3.157	0.117	18.541	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	1.25	3.994	8.896	0.504	0.620	3.156	0.116	18.540	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	1.75	3.994	8.895	0.504	0.620	3.156	0.116	18.539	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	2.25	3.994	8.894	0.504	0.620	3.155	0.116	18.538	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	2.75	3.994	8.894	0.504	0.620	3.155	0.116	18.538	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	3.25	3.994	8.893	0.504	0.620	3.155	0.116	18.537	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	3.75	3.994	8.892	0.504	0.620	3.155	0.116	18.537	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	4.50	3.994	8.891	0.504	0.620	3.154	0.116	18.536	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	5.50	3.994	8.890	0.504	0.620	3.154	0.116	18.536	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	6.50	3.994	8.888	0.504	0.620	3.153	0.116	18.535	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	7.50	3.995	8.887	0.504	0.620	3.153	0.116	18.535	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	8.50	3.995	8.885	0.504	0.620	3.153	0.115	18.534	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	9.50	3.995	8.884	0.504	0.620	3.152	0.115	18.534	0.249	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	35.50	4.000	8.413	0.512	0.629	3.285	0.106	18.659	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-05	36.00	4.000	8.413	0.512	0.629	3.285	0.106	18.659	0.248	6.9	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	0.00	3.976	8.894	0.504	0.616	3.311	0.142	18.742	0.226	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	0.25	3.976	8.894	0.504	0.616	3.311	0.142	18.742	0.226	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	0.75	3.976	8.894	0.504	0.617	3.311	0.141	18.753	0.230	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	1.25	3.977	8.894	0.504	0.617	3.302	0.139	18.738	0.230	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	1.75	3.979	8.893	0.504	0.617	3.285	0.136	18.712	0.232	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	2.25	3.984	8.891	0.504	0.618	3.246	0.129	18.651	0.235	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	2.75	3.988	8.889	0.504	0.618	3.218	0.124	18.610	0.238	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	3.25	3.990	8.888	0.505	0.619	3.202	0.121	18.586	0.239	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	3.75	3.992	8.887	0.505	0.619	3.191	0.119	18.572	0.240	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	4.50	3.993	8.885	0.505	0.619	3.181	0.117	18.560	0.241	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	5.50	3.994	8.884	0.505	0.620	3.176	0.116	18.555	0.240	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	6.50	3.994	8.882	0.505	0.620	3.175	0.115	18.555	0.240	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	7.50	3.994	8.879	0.505	0.620	3.176	0.115	18.556	0.240	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	8.50	3.994	8.876	0.505	0.621	3.177	0.115	18.557	0.239	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	9.50	3.995	8.870	0.505	0.621	3.179	0.114	18.559	0.239	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	35.50	4.000	8.397	0.516	0.633	3.377	0.107	18.747	0.236	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-06	36.00	4.000	8.397	0.516	0.633	3.377	0.107	18.747	0.236	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	0.00	3.954	8.895	0.504	0.615	3.480	0.164	19.006	0.212	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	0.25	3.954	8.895	0.504	0.615	3.480	0.164	19.006	0.212	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	0.75	3.954	8.895	0.504	0.615	3.480	0.163	19.015	0.215	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	1.25	3.956	8.895	0.504	0.615	3.466	0.161	18.992	0.216	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	1.75	3.965	8.892	0.504	0.616	3.404	0.150	18.888	0.220	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	2.25	3.973	8.889	0.505	0.616	3.343	0.140	18.789	0.225	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	2.75	3.979	8.886	0.505	0.617	3.298	0.133	18.715	0.228	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	3.25	3.984	8.883	0.505	0.618	3.265	0.127	18.663	0.230	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	3.75	3.987	8.881	0.505	0.618	3.242	0.123	18.629	0.232	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	4.50	3.990	8.878	0.505	0.619	3.219	0.119	18.596	0.233	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	5.50	3.992	8.873	0.506	0.620	3.206	0.116	18.578	0.233	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	6.50	3.993	8.868	0.506	0.620	3.201	0.115	18.572	0.232	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	7.50	3.994	8.861	0.506	0.621	3.201	0.114	18.572	0.231	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	8.50	3.995	8.850	0.506	0.621	3.202	0.114	18.574	0.230	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	9.50	3.995	8.835	0.507	0.622	3.203	0.113	18.576	0.229	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	35.50	4.000	8.380	0.521	0.637	3.467	0.107	18.832	0.224	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-07	36.00	4.000	8.380	0.521	0.637	3.467	0.107	18.832	0.224	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	0.00	3.934	8.895	0.505	0.614	3.643	0.184	19.261	0.197	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	0.25	3.934	8.895	0.505	0.614	3.643	0.184	19.261	0.197	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	0.75	3.933	8.895	0.504	0.614	3.643	0.182	19.268	0.200	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	1.25	3.935	8.894	0.505	0.614	3.627	0.180	19.242	0.201	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	1.75	3.951	8.889	0.505	0.615	3.522	0.164	19.066	0.207	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	2.25	3.962	8.885	0.505	0.616	3.443	0.151	18.934	0.212	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	2.75	3.970	8.881	0.505	0.616	3.382	0.141	18.832	0.215	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	3.25	3.977	8.876	0.505	0.617	3.335	0.134	18.756	0.218	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	3.75	3.982	8.872	0.506	0.618	3.302	0.128	18.701	0.220	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	4.50	3.987	8.866	0.506	0.619	3.266	0.122	18.645	0.222	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	5.50	3.990	8.858	0.506	0.619	3.242	0.118	18.608	0.223	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	6.50	3.993	8.847	0.507	0.620	3.232	0.115	18.593	0.222	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
SE601000-183510	1985-01-08	7.50	3.994	8.833	0.507	0.621	3.228	0.114	18.587	0.222	7.0	16 - Södra Bottenhavet, inre kustvatten	SE3	kustzonsmodellen	1985		SE601000-183510	
