	WATER_BODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	OBJECTID *	Shape *	EU_CD	MS_CD	VISS_MS_CD	NAMN	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	TYPOMR_KOD	TYPOMRNAMN	TYPE_AREA_SUFFIX
403	Del av S n Kvarkens utsjövatten	0	3	2007-01-01		0	632213-201821	SE0	SE632213-201821	SE0	SE	0	0	127876.6083	445291766.4																						
404	Björköfjärden	3	2	2006-12-31		12	594800-190220	SE3	SE594800-190220	SE3	SE	12n	12	141648.6065	38314299.43																						
405	Del av N n Kvarkens utsjövatten	0	3	2007-01-01		0	634223-210932	SE0	SE634223-210932	SE0	SE	0	0	141996.3382	736027780.2																						
406	Enskärsfjärden	1	2	2006-12-31		23	653870-235570	SE1	SE653870-235570	SE1	SE	23	23	75302.13822000001	112584903.6																						
407	Klintehamnsviken sek namn	4	2	2006-12-31		10	572350-180930	SE4	SE572350-180930	SE4	SE	10	10	30298.92568	16599536.36																						
408	Björköfjärden	1	2	2007-03-19	653820-222400	22	729849-180191	SE1	SE729849-180191	SE1	SE	22	22	30312.04228	16196173.3																						
409	Lyresund	5	2	2006-12-31		1	580500-112970	SE5	SE580500-112970	SE5	SE	1n	1	15170.12104	2344602.622																						
410	Malö Strömmar	5	2	2006-12-31		2	581200-112960	SE5	SE581200-112960	SE5	SE	2	2	12581.11607	1556832.8480000002																						
411	S v s Kalmarsunds kustvatten	4	2	2006-12-31		9	560700-155801	SE4	SE560700-155801	SE4	SE	9	9	131709.7469	178932404.8																						
412	S Kalmarsunds utsjövatten	4	2	2006-12-31		9	561400-161201	SE4	SE561400-161201	SE4	SE	9	9	174289.8105	679711884.4																						
413	Del av Hanöbuktens utsjövatten	0	3	2007-01-01		0	555420-145140	SE0	SE555420-145140	SE0	SE	0	0	342468.9082	2752778153.0																						
414	Del av Bornholmshavets utsjövatten	0	3	2007-01-01		0	555851-160709	SE0	SE555851-160709	SE0	SE	0	0	185105.4636	1204936417.0																						
415	Yttre Lulefjärden	1	2	2007-03-27	653450-220800	22	728806-179329	SE1	SE728806-179329	SE1	SE	22	22	21963.9677	9560096.713																						
416	Inre Lulefjärden	1	2	2007-03-27	653450-220800	22	729159-179002	SE1	SE729159-179002	SE1	SE	22	22	17992.30368	7831379.115																						
417	N. Sigfridsöfjärden	1	2	2006-12-31		22	654330-222200	SE1	SE654330-222200	SE1	SE	22	22	19106.0684	10408979.75																						
418	Svartlögafjärden	3	2	2006-12-31		12	593500-190000	SE3	SE593500-190000	SE3	SE	12n	12	286086.8777	259470084.4																						
419	Träsköfjärden	3	2	2006-12-31		12	592640-184500	SE3	SE592640-184500	SE3	SE	12n	12	299849.5555	68649482.71																						
420	Haby bukt	5	2	2006-12-31		1	582420-111370	SE5	SE582420-111370	SE5	SE	1n	1	4812.117864	740627.0203																						
421	Syrsan	4	2	2006-12-31		12	575670-163500	SE4	SE575670-163500	SE4	SE	12s	12	50108.541710000005	19099143.94																						n
422	Vidingefjärden	3	2	2006-12-31		15	593920-191440	SE3	SE593920-191440	SE3	SE	15	15	61857.274079999996	45649208.43																						
423	Askrikefjärden	3	1	2006-12-31		24	592290-181600	SE3	SE592290-181600	SE3	SE	24	24	104778.4554	33511483.14																						
424	Sollenkrokafjärden	3	2	2006-12-31		12	592245-184400	SE3	SE592245-184400	SE3	SE	12n	12	51808.823939999995	8866082.96																						
425	Brunnsviken	3	1	2007-03-26		24	658507-162696	SE3	SE658507-162696	SE3	SE	24	24	12268.76946	1523103.822																						
426	Neglingeviken	3	2	2007-03-29		12	657608-164193	SE3	SE657608-164193	SE3	SE	12n	12	4746.081292	365413.7183																						
427	Vårgärdssjön	3	2	2007-01-01		12	657412-164249	SE3	SE657412-164249	SE3	SE	12n	12	4833.084429	375251.5038																						
428	Baggensfjärden	3	2	2006-12-31		12	591760-181955	SE3	SE591760-181955	SE3	SE	12n	12	41715.74909	14433121.08																						
429	Ö Gotlands n kustvatten	4	2	2006-12-31		10	574170-190001	SE4	SE574170-190001	SE4	SE	10	10	145108.4812	215253270.0																						
430	Sotefjorden	5	2	2006-12-31		3	582700-110451	SE5	SE582700-110451	SE5	SE	3	3	119178.5709	225989554.8																						
431	Hunnebostrand skärgård	5	2	2006-12-31		1	582665-111706	SE5	SE582665-111706	SE5	SE	1n	1	26700.57244	3548575.4310000003																						
432	Kungshamn n skärgård	5	2	2006-12-31		1	582302-111451	SE5	SE582302-111451	SE5	SE	1n	1	23418.92142	2659056.668																						
433	Bredasund	4	2	2007-03-29		8	622384-147046	SE4	SE622384-147046	SE4	SE	8	8	6498.784738	705936.0096																						
434	Mellersta Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	622011-146303	SE4	SE622011-146303	SE4	SE	9	9	100122.8529	186539533.5																						
435	Älgöfjärden	3	2	2006-12-31		12	592040-184000	SE3	SE592040-184000	SE3	SE	12n	12	84606.79161	16360467.82																						
436	Kanholmsfjärden	3	2	2006-12-31		12	592000-184700	SE3	SE592000-184700	SE3	SE	12n	12	39782.3959	34967160.71																						
437	Edsviken	3	2	2007-04-11		12	662116-166449	SE3	SE662116-166449	SE3	SE	12n	12	4098.872531	228880.9222																						
438	Yxlaområdet	3	2	2006-12-31		12	593750-184900	SE3	SE593750-184900	SE3	SE	12n	12	263182.2076	70458257.92																						
439	Bogevik	4	2	2007-03-29		10	640066-167754	SE4	SE640066-167754	SE4	SE	10	10	10834.032	2037390.25																						
440	Prästmaren	3	2	2007-04-27		12	658180-166649	SE3	SE658180-166649	SE3	SE	12n	12	4970.46817	188492.9676																						
441	Breviken	3	2	2006-12-31		12	591755-183895	SE3	SE591755-183895	SE3	SE	12n	12	31874.80768	5294697.59																						
442	Del av S Öresunds utsjövatten	0	3	2012-09-04		0	615085-130626	SE0	SE615085-130626	SE0	SE	0	0	71559.87603	232786163.3																						
443	S m Öresunds kustvatten	4	2	2012-09-04		6	554500-125001	SE4	SE554500-125001	SE4	SE	6	6	86386.02627	141090030.7																						
444	Del av Arkonahavets utsjövatten	0	3	2012-09-04		0	551617-133102	SE0	SE551617-133102	SE0	SE	0	0	241537.8133	1948179745.0																						
445	Del av Bottenvikens utsjövatten	0	3	2007-01-01		0	650320-220650	SE0	SE650320-220650	SE0	SE	0	0	588923.3857	5335786434.0																						
446	Norrbottens skärgårds kustvatten	1	2	2006-12-31		23	652400-223501	SE1	SE652400-223501	SE1	SE	23	23	756612.2663	2334241797.0																						
447	Tåmfjärden	1	2	2008-09-04	644000-213101	22	645830-212300	SE1	SE645830-212300	SE1	SE	22	22	21363.308240000002	7017359.084																						
448	Kågefjärden	1	2	2008-09-03	644935-210500	22	645000-213500	SE1	SE645000-213500	SE1	SE	22	22	31195.145210000002	9240885.905																						
449	Inre Kågefjärden	1	2	2008-09-03	644935-210500	22	645000-212100	SE1	SE645000-212100	SE1	SE	22	22	14729.34737	4235089.424																						
450	Bodöfjärden	1	2	2006-12-31		22	654640-233190	SE1	SE654640-233190	SE1	SE	22	22	107131.7825	55922618.5																						
451	Ursviksfjärden	1	2	2008-09-17	644070-211300	22	644150-211000	SE1	SE644150-211000	SE1	SE	22	22	15534.03811	3026582.0039999997																						
452	Nordre Älvs fjord	5	1	2006-12-31		25	574650-114360	SE5	SE574650-114360	SE5	SE	25	25	68992.93406	37593198.61																						
453	Laholmsbukten	5	2	2006-12-31		5	563330-124600	SE5	SE563330-124600	SE5	SE	5	5	75100.29515	284712509.4																						
454	Skälderviken	5	2	2006-12-31		5	562000-123800	SE5	SE562000-123800	SE5	SE	5	5	77063.97871	241054027.3																						
455	V Hanöbuktens kustvatten	4	2	2006-12-31		7	554800-142001	SE4	SE554800-142001	SE4	SE	7	7	192353.0848	267872196.4																						
456	Sörfjärden	1	2	2008-09-17	644070-211300	22	644040-211260	SE1	SE644040-211260	SE1	SE	22	22	9240.419451	3261305.3710000003																						
457	Kurjoviken	1	2	2008-09-17	644070-211300	22	644160-211320	SE1	SE644040-211260	SE1	SE	22	22	2377.411291	139513.9886																						
458	Yttre Lövselefjärden	1	2	2008-09-18	641745-211570	22	641720-211520	SE1	SE641745-211570	SE1	SE	22	22	7488.841683	2050769.437																						
459	Inre Lövselefjärden	1	2	2008-09-18	641745-211570	22	641840-211540	SE1	SE641745-211570	SE1	SE	22	22	3642.1458020000005	671218.2744																						
460	Täftefjärden	1	2	2008-09-22	634676-203000	20	634740-203020	SE1	SE634740-203020	SE1	SE	20	20	32533.74367	11052942.68																						
461	Yttre Österfjärden	1	2	2008-09-23	634200-202033	20	634110-201920	SE1	SE634200-202033	SE1	SE	20	20	8343.853012	2247142.41																						
462	Inre Österfjärden	1	2	2008-09-23	634200-202033	20	634350-202000	SE1	SE634200-202033	SE1	SE	20	20	24455.34805	10430883.9																						
463	Holmsund	1	2	2008-09-23	634200-202033	20	634210-202020	SE1	SE634200-202033	SE1	SE	20	20	11131.23158	2833326.55																						
464	N m Bottenvikens kustvatten	1	2	2011-12-07	645740-212640	23	649640-214530	SE1	SE648760-213140	SE1	SE	23	23	74980.45749	79299135.5																						
465	Hertsöfjärden	1	2	2008-10-20	652710-223116	22	653415-221340	SE1	SE653415-221340	SE1	SE	22	22	13485.59931	2492349.349																						
466	N n Bohusläns skärgårds kustvatten	5	2	2008-09-29	585440-105451	3	585660-112590	SE5	SE585750-105940	SE5	SE	3	3	105720.9492	89706384.66																						
467	Hamnskärsfjärden	1	2	2006-12-31		23	654150-240380	SE1	SE654150-240380	SE1	SE	23	23	27325.5633	25722242.93																						
468	Åkeröfjärden	3	2	2006-12-31		12	594384-185542	SE3	SE594384-185542	SE3	SE	12n	12	17590.57361	1871898.679																						
469	Inre Valdemarsviken	4	2	2006-12-31		13	581000-164020	SE4	SE581000-164020	SE4	SE	13	13	18774.25466	3130115.172																						
470	Inre Fjärden	2	2	2009-09-01	604200-171765	16	604055-171248	SE2	SE604055-171248	SE2	SE	16	16	7608.210082	1825853.594																						
471	Svensbyfjärden	1	2	2011-11-21	651800-212800	22	652020-211930	SE1	SE652020-211930	SE1	SE	22	22	38528.13465	20924402.82																						
472	Oskarshamnsområdet	4	2	2009-09-10	571500-163500	8	571450-163320	SE4	SE571450-163320	SE4	SE	8	8	90113.36316000001	93733032.57																						
473	Inre Oskarshamnsområdet	4	2	2009-09-10	571500-163500	8	571552-162848	SE4	SE571552-162848	SE4	SE	8	8	8238.712495	1245145.653																						
474	Lommabukten	4	2	2009-09-18	554000-125700	6	554040-125750	SE4	SE554040-125750	SE4	SE	6	6	58397.703310000004	112266516.8																						
475	Malmö hamnområde	4	2	2009-09-18	554000-125700	6	553757-130820	SE4	SE553757-130820	SE4	SE	6	6	28220.25294	5384472.879																						
476	Trelleborgs hamnområde	4	2	2009-09-21	551700-130851	7	552219-130919	SE4	SE552219-130919	SE4	SE	7	7	4277.438811999999	396696.9468																						
477	Ö sydkustens kustvatten	4	2	2009-09-21	552050-133751	7	552170-130626	SE4	SE552170-130626	SE4	SE	7	7	122808.6726	172170765.2																						
478	Ystads hamnområde	4	2	2009-09-21	552050-133751	7	552220-130920	SE4	SE552220-130920	SE4	SE	7	7	5770.193719	868477.33																						
479	Motala Ström	4	2	2009-09-22	583900-162500	13	583721-161110	SE4	SE583721-161110	SE4	SE	13	13	12152.78348	2441303.5069999998																						
480	Pampusfjärden	4	2	2009-09-22	583900-162500	13	583718-161687	SE4	SE583718-161687	SE4	SE	13	13	31576.41594	15456722.65																						
481	Hasselöområdet	3	2	2009-09-23	583900-170800	12	583906-170998	SE3	SE583906-170998	SE3	SE	12n	12	30393.82002	7049245.296																						
482	Ljungskärsflagen	3	2	2009-09-23	583900-170800	12	583896-170790	SE3	SE583896-170790	SE3	SE	12n	12	7418.403959	1857442.436																						
483	Oxelösunds hamnområde	3	2	2009-09-23	583900-170800	12	583960-170700	SE3	SE583960-170700	SE3	SE	12n	12	7684.887349	954961.8267																						
484	Mysingen	3	2	2009-09-28	585500-180500	12	585797-181090	SE3	SE585797-181090	SE3	SE	12n	12	298483.3335	235647144.0																						
485	Nynäshamn	3	2	2009-09-28	585500-180500	12	585450-175800	SE3	SE585450-175800	SE3	SE	12n	12	11030.90301	2455969.5209999997																						
486	Kapellskärs hamnområde	3	2	2009-09-29	594275-191000	12	594340-190448	SE3	SE594340-190448	SE3	SE	12n	12	3790.052801	486435.5773																						
487	Granhamnsfjärden	3	2	2009-09-29	594275-191000	12	594250-191040	SE3	SE594250-191040	SE3	SE	12n	12	61415.84977000001	32585210.49																						
488	Kapellskärsområdet	3	2	2009-09-29	594275-191000	12	594350-190530	SE3	SE594350-190530	SE3	SE	12n	12	25214.13048	11488294.79																						
489	Grisslehamn	3	2	2009-09-29	601000-185081	17	600590-184933	SE3	SE600590-184933	SE3	SE	17	17	2161.476109	164236.8173																						
490	Östhammars kustvatten	3	2	2009-09-29	601000-185081	17	601020-185050	SE3	SE601020-185050	SE3	SE	17	17	161435.7657	186965969.3																						
491	Väddö kustvatten	3	2	2009-09-29	601000-185081	17	595730-185850	SE3	SE595730-185850	SE3	SE	17	17	91921.80298	96493306.28																						
492	Järsjöviken	3	2	2009-09-30	601070-182900	16	600920-183090	SE3	SE600920-183090	SE3	SE	16	16	9429.014095	1066680.581																						
493	Hargsviken	3	2	2009-09-30	601070-182900	16	601070-182870	SE3	SE601070-182870	SE3	SE	16	16	21826.00546	5999252.156																						
494	Mjölkfjärden	3	2	2009-09-30	601070-182900	16	601204-182670	SE3	SE601204-182670	SE3	SE	16	16	5450.6455	506401.5712																						
495	Sandikafjärden	3	2	2009-09-30	601070-182900	16	601360-182510	SE3	SE601360-182510	SE3	SE	16	16	5124.288926	926638.8684																						
496	Dragsfjärden	3	2	2009-09-30	601070-182900	16	601250-182570	SE3	SE601250-182570	SE3	SE	16	16	5922.227443	709245.0663																						
497	Norra Hargsviken	3	2	2009-09-30	601070-182900	16	601190-182870	SE3	SE601190-182870	SE3	SE	16	16	10892.887009999999	1710675.3490000002																						
498	Hallsfjärden	3	1	2009-09-30	590700-174145	24	590740-174135	SE3	SE590740-174135	SE3	SE	24	24	16918.07012	4989406.967																						
499	Igelstaviken	3	1	2009-09-30	590700-174145	24	590990-174015	SE3	SE590990-174015	SE3	SE	24	24	11752.25111	1917028.1840000001																						
500	Repskärsfjärden	1	2	2006-12-31		22	654500-232000	SE1	SE654500-232000	SE1	SE	22	22	130964.3693	60290141.29																						
501	Gussöfjärden	1	2	2006-12-31		22	654470-222700	SE1	SE654470-222700	SE1	SE	22	22	53436.47004	64273175.81																						
502	Bredviksfjärden	1	2	2006-12-31		22	645130-211040	SE1	SE645130-211040	SE1	SE	22	22	8092.509631	2609615.419																						
503	Simpan	1	2	2008-09-17	643950-211486	22	643920-211500	SE1	SE643920-211500	SE1	SE	22	22	22233.60131	10746578.94																						
504	Kinnbäcksfjärden	1	2	2006-12-31		22	650280-213110	SE1	SE650280-213110	SE1	SE	22	22	32994.991610000005	10021923.52																						
505	N n Kvarkens kustvatten	1	2	2006-12-31		21	635300-205251	SE1	SE635300-205251	SE1	SE	21	21	249407.1691	342718584.1																						
506	Ljungs kile	5	2	2006-12-31		2	581260-115280	SE5	SE581260-115280	SE5	SE	2	2	20882.387130000003	6299168.397000001																						
507	Kramforsfjärden sek namn	2	2	2006-12-31		18	625500-175153	SE2	SE625500-175153	SE2	SE	18	18	88528.62	36750071.45																						
508	Bollstafjärden	2	2	2006-12-31		18	625900-174360	SE2	SE625900-174360	SE2	SE	18	18	12405.949340000001	4659964.433																						
509	Mjältöfjärden sek namn	2	2	2006-12-31		18	630383-183500	SE2	SE630383-183500	SE2	SE	18	18	47434.5659	34233690.14																						
510	Norrfjärden	2	2	2006-12-31		18	630203-182615	SE2	SE630203-182615	SE2	SE	18	18	21258.36322	11574176.13																						
511	Ullångersfjärden	2	2	2006-12-31		18	630000-183500	SE2	SE630000-183500	SE2	SE	18	18	93788.49493	82114883.09																						
512	Ramöfjärden sek namn	2	2	2006-12-31		18	624870-175500	SE2	SE624870-175500	SE2	SE	18	18	45775.71895	20175742.03																						
513	Norafjärden	2	2	2006-12-31		18	625000-180075	SE2	SE625000-180075	SE2	SE	18	18	53446.75908	20237245.87																						
514	Hudiksvallsfjärden	2	2	2006-12-31		16	614165-171500	SE2	SE614165-171500	SE2	SE	16	16	43350.0335	25310937.2																						
515	Klingerfjärden	2	2	2006-12-31		18	622860-173000	SE2	SE622860-173000	SE2	SE	18	18	34119.1529	29400417.17																						
516	Agöfjärden sek namn	2	2	2006-12-31		16	613500-172500	SE2	SE613500-172500	SE2	SE	16	16	194674.3261	151886765.3																						
517	Nordmalingsfjärden	2	2	2006-12-31		18	633043-193300	SE2	SE633043-193300	SE2	SE	18	18	54979.33265	43134838.62																						
518	Hovenäset området	5	2	2006-12-31		1	582210-111880	SE5	SE582210-111880	SE5	SE	1n	1	50888.9614	9709162.386																						
519	Midsommarfjärden	2	2	2006-12-31		16	611766-171305	SE2	SE611766-171305	SE2	SE	16	16	30328.22652	7124361.997																						
520	Sandarnesfjärden sek namn	2	2	2006-12-31		16	611600-171500	SE2	SE611600-171500	SE2	SE	16	16	45077.60192	21547726.64																						
521	Vallviksfjärden sek namn	2	2	2006-12-31		16	611000-171500	SE2	SE611000-171500	SE2	SE	16	16	108182.9758	100007052.8																						
522	Kusöfjärden sek namn	2	2	2006-12-31		16	610500-171586	SE2	SE610500-171586	SE2	SE	16	16	57413.6916	33490681.36																						
523	Avan	2	2	2009-09-01	604200-171765	16	604116-171037	SE2	SE604116-171037	SE2	SE	16	16	3884.9869299999996	501805.2795																						
524	Sikvik	2	2	2009-09-01	604200-171765	16	604028-171724	SE2	SE604250-173000	SE2	SE	16	16	6536.583748	891737.359																						
525	Hesselöfjärden	4	2	2006-12-31		12	581240-165220	SE4	SE581240-165220	SE4	SE	12s	12	111450.79400000001	38866843.6																						n
526	Inre Bråviken	4	2	2009-09-22	583900-162500	13	583926-161744	SE4	SE583926-161744	SE4	SE	13	13	43315.10298	38056823.73																						
527	Askims fjord	5	2	2006-12-31		1	573500-115150	SE5	SE573500-115150	SE5	SE	1s	1	100234.8222	49209565.24																						
528	Skörvallaviken	5	2	2006-12-31		1	573100-115580	SE5	SE573100-115580	SE5	SE	1s	1	7938.7376810000005	1026314.689																						
529	Öckerösund	5	2	2006-12-31		1	572308-115550	SE5	SE572308-115550	SE5	SE	1s	1	18604.260159999998	3822016.104																						
530	N m Hallands kustvatten	5	2	2006-12-31		4	570000-120701	SE5	SE570000-120701	SE5	SE	4	4	162690.1606	302381891.8																						
531	S m Hallands kustvatten	5	2	2006-12-31		5	564500-122601	SE5	SE564500-122601	SE5	SE	5	5	104204.6095	159377435.8																						
532	Sandviksfjärden	4	2	2006-12-31		8	560895-145500	SE4	SE560895-145500	SE4	SE	8	8	12858.9753	4409286.9																						
533	Torhamnsfjärden	4	2	2006-12-31		8	560500-154880	SE4	SE560500-154880	SE4	SE	8	8	23693.71655	11021581.08																						
534	Valjeviken	4	2	2006-12-31		7	560200-143175	SE4	SE560200-143175	SE4	SE	7	7	24704.20313	8732422.763																						
535	Nätrafjärden	2	2	2006-12-31		18	630685-184305	SE2	SE630685-184305	SE2	SE	18	18	93848.48823999999	86276706.71																						
536	Katajafjärden	1	2	2008-10-08	644135-230950	23	654130-249500	SE1TO	SE654130-249500	SE1TO	SE	23	23	14582.07235	6836790.286																						
537	Seskaröfjärden	1	2	2006-12-31		22	654575-234250	SE1	SE654575-234250	SE1	SE	22	22	109862.6919	72717186.0																						
538	S n Kvarkens kustvatten	1	2	2006-12-31		21	633550-200700	SE1	SE633550-200700	SE1	SE	21	21	312508.8485	1224986006.0																						
539	Ytterbodafjärden	1	2	2006-12-31		20	634640-203710	SE1	SE634640-203710	SE1	SE	20	20	83856.94327	27809180.13																						
540	Mjölefjärden	1	2	2006-12-31		20	633710-200500	SE1	SE633710-200500	SE1	SE	20	20	43608.785	56921653.84																						
541	Byskefjärden	1	2	2006-12-31		22	645500-212000	SE1	SE645500-212000	SE1	SE	22	22	44984.33871	32033702.97																						
542	Yttre Bråviken	4	2	2006-12-31		12	583730-164501	SE4	SE583730-164501	SE4	SE	12n	12	78662.52733	46631192.61																						
543	Edsviken	3	1	2007-03-26	592200-180625	24	659024-162417	SE3	SE659024-162417	SE3	SE	24	24	19993.07073	3548804.775																						
544	Idbyfjärden	2	2	2006-12-31		18	631646-185280	SE2	SE631646-185280	SE2	SE	18	18	12938.907879999999	4829373.403																						
545	Yttre Nordmalingfjärden	2	2	2006-12-31		18	632690-193500	SE2	SE632690-193500	SE2	SE	18	18	68096.04114	44738746.67																						
546	Marsviken	4	2	2006-12-31		12	583970-170280	SE4	SE583970-170280	SE4	SE	12n	12	48393.8717	12003257.33																						
547	Örefjärden	1	2	2006-12-31		20	633000-195000	SE1	SE633000-195000	SE1	SE	20	20	100694.6789	70751639.87																						
548	Husumbukten	2	2	2006-12-31		18	631840-191130	SE2	SE631840-191130	SE2	SE	18	18	44885.270789999995	21453179.69																						
549	Siknäsfjärden	1	2	2006-12-31		22	654990-224540	SE1	SE654990-224540	SE1	SE	22	22	39649.379839999994	28103726.05																						
550	Bastafjärden	1	2	2006-12-31		22	652465-214080	SE1	SE652465-214080	SE1	SE	22	22	10152.98607	2044918.6169999999																						
551	Storfjärden	1	2	2006-12-31		22	652066-214400	SE1	SE652066-214400	SE1	SE	22	22	57813.35975	45094409.12																						
552	Nördfjärden	1	2	2006-12-31		22	652000-213210	SE1	SE652000-213210	SE1	SE	22	22	15690.435630000002	3827835.9060000004																						
553	Rävahavet	1	2	2006-12-31		22	652150-213000	SE1	SE652150-213000	SE1	SE	22	22	23451.002999999997	5166543.952																						
554	Yttrefjärden	1	2	2006-12-31		22	651500-213108	SE1	SE651500-213108	SE1	SE	22	22	18268.16138	7930489.035																						
555	Inrefjärden	1	2	2011-11-21	651800-212800	22	651818-212790	SE1	SE651818-212790	SE1	SE	22	22	19164.914940000002	6638210.609																						
556	Skälöfjärden	4	2	2006-12-31		12	573500-163900	SE4	SE573500-163900	SE4	SE	12s	12	39850.498889999995	7984683.128																						n
557	Misterhults skärgårds inre kustvatten	4	2	2006-12-31		12	573500-164660	SE4	SE573500-164660	SE4	SE	12s	12	233822.6234	109732579.9																						n
558	Västra fjärden	4	2	2006-12-31		8	560775-153055	SE4	SE560775-153055	SE4	SE	8	8	51330.1987	26756453.13																						
559	Östra Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	621157-148904	SE4	SE621157-148904	SE4	SE	9	9	90592.81796	228812339.7																						
560	N m Öresunds kustvatten	4	2	2009-09-17	555650-124131	6	555545-124332	SE4	SE555545-124332	SE4	SE	6	6	68635.59023999999	128289513.0																						
561	Helsingborgsområdet	4	2	2009-09-17	555650-124131	6	562290-124131	SE4	SE562290-124131	SE4	SE	6	6	29258.374780000002	19335067.15																						
562	Kalvfjärden	3	2	2006-12-31		12	591280-182070	SE3	SE591280-182070	SE3	SE	12n	12	19892.6397	3515119.1969999997																						
563	Inre Ålöfjärden	3	2	2009-09-23	584065-171200	12	584045-170882	SE3	SE584045-170882	SE3	SE	12n	12	6528.202845000001	1555424.5480000002																						
564	Ålöfjärden	3	2	2009-09-23	584065-171200	12	584067-171125	SE3	SE584067-171125	SE3	SE	12n	12	13591.90412	5152039.436000001																						
565	Storöfjärden	1	2	2006-12-31		22	654416-230000	SE1	SE654416-230000	SE1	SE	22	22	68069.2564	53732730.65																						
566	Rånöfjärden	1	2	2006-12-31		22	654570-225230	SE1	SE654570-225230	SE1	SE	22	22	85997.0178	62848618.42																						
567	Yttre Fjärden	2	2	2009-09-01	604200-171765	16	673283-158060	SE2	SE604200-171765	SE2	SE	16	16	33389.53083	17821270.62																						
568	Lövöområdet sek namn	4	2	2006-12-31		8	565800-163000	SE4	SE565800-163000	SE4	SE	8	8	71275.47893	35302098.08																						
569	Åvaviken	3	2	2006-12-31		12	591050-182320	SE3	SE591050-182320	SE3	SE	12n	12	4944.070251	724451.6921																						
570	Rimmöfjärden sek namn	4	2	2006-12-31		12	582590-165000	SE4	SE582590-165000	SE4	SE	12s	12	62788.06416	18522335.89																						n
571	Gävlebuktens utsjövatten	2	2	2011-10-26	604400-174001	17	604200-174400	SE2	SE604200-174400	SE2	SE	17	17	130639.7657	366137553.4																						
572	N S M Bottenhavets kustvatten	2	2	2011-10-27	612230-172001	17	612520-172080	SE2	SE612520-172080	SE2	SE	17	17	253619.5334	566860092.1																						
573	N Bottenhavets kustvatten	2	2	2011-10-31	632220-193051	19	633400-195000	SE2	SE633400-195000	SE2	SE	19	19	160979.6386	413343915.5																						
574	Havsfjärden sek namn	2	2	2006-12-31		18	631406-185500	SE2	SE631406-185500	SE2	SE	18	18	27056.87208	11623719.21																						
575	S Höga kustens kustvatten	2	2	2011-11-07	624600-181851	19	623890-178030	SE2	SE623890-178030	SE2	SE	19	19	185008.532	292682241.2																						
576	Granöfjärden	1	2	2011-11-08	729996-179691	22	656620-222480	SE1	SE656620-222480	SE1	SE	22	22	10433.27085	4224557.516																						
577	Bergnäsfjärden	1	2	2011-11-08	729996-179691	22	656840-222800	SE1	SE656840-222800	SE1	SE	22	22	23940.35658	7241271.945																						
578	Stärnö Sandvik	4	2	2011-11-08	560695-144620	8	561480-148220	SE4	SE561480-148220	SE4	SE	8	8	14043.42454	3470662.1610000003																						
579	Västra Blekinge skärgårds kustvatten	4	2	2007-03-27	560450-152001	9	621688-144133	SE4	SE621688-144133	SE4	SE	9	9	61030.01175	164539304.2																						
580	Yttre Pukaviksbukten	4	2	2011-11-08	560695-144620	8	561150-147620	SE4	SE561150-147620	SE4	SE	8	8	39788.29372	24780265.36																						
581	Åvikfjärden	2	2	2011-11-08	631000-184790	18	632030-187600	SE2	SE632030-187600	SE2	SE	18	18	5907.241138	1180861.189																						
582	Gullviksfjärden sek namn	2	2	2011-11-08	631000-184790	18	631710-188130	SE2	SE631710-188130	SE2	SE	18	18	37656.98669	33574660.48																						
583	Inre Tynderösundet	2	2	2011-11-08	621855-174000	18	624380-176450	SE2	SE624380-176450	SE2	SE	18	18	6073.0559060000005	796827.7213																						
584	Juniskär-Bergsfjärden	2	2	2011-11-08	621855-174000	18	622900-174790	SE2	SE622900-174790	SE2	SE	18	18	24804.16391	5465307.375																						
585	Yttre Björköfjärden	2	2	2011-11-09	615500-173001	18	621920-175280	SE2	SE621920-175280	SE2	SE	18	18	12141.80532	1372799.2759999998																						
586	Lubban	2	2	2011-11-09	615500-173001	18	621720-175130	SE2	SE621720-175130	SE2	SE	18	18	9360.648516	917205.812																						
587	Börstskärsfjärden	1	2	2011-11-09	652630-220570	22	654490-220870	SE1	SE654490-220870	SE1	SE	22	22	50063.367739999994	48503417.98																						
588	Måttsundsfjärden	1	2	2011-11-09	652630-220570	22	655120-220380	SE1	SE655120-220380	SE1	SE	22	22	40507.44735	12658383.85																						
589	S m Bottenvikens kustvatten	1	2	2011-11-17	644330-212250	23	647050-213980	SE1	SE648760-213140	SE1	SE	23	23	161302.8268	296170803.7																						
590	Hålfjärden	1	2	2011-11-17	644380-211703	22	647260-212660	SE1	SE647260-212660	SE1	SE	22	22	31008.01453	18587971.21																						
591	Sandvikssundet	1	2	2011-11-17	643820-212260	22	645670-214290	SE1	SE645670-214290	SE1	SE	22	22	13737.728869999999	3935023.167																						
592	Skelleftebukten	1	2	2011-11-17	643820-212260	23	646360-213700	SE1	SE646360-213700	SE1	SE	23	23	47649.27602	59221442.82																						
